0.020000	33.365793
0.030000	33.715556
0.040000	34.344587
0.050000	34.755231
0.060000	34.958753
0.070000	35.177036
0.080000	35.212613
0.090000	35.353933
0.100000	35.453770
0.110000	35.684536
0.120000	35.787605
0.130000	35.831403
0.140000	35.930495
0.150000	36.017754
0.160000	36.073450
0.170000	36.139294
0.180000	36.263382
0.190000	36.526391
0.200000	36.612593
0.210000	36.634426
0.220000	36.700388
0.230000	36.724767
0.240000	36.727200
0.250000	36.732945
0.260000	36.831296
0.270000	36.913126
0.280000	36.979284
0.290000	36.993736
0.300000	37.001352
0.310000	37.019262
0.320000	37.095372
0.330000	37.150568
0.340000	37.249344
0.350000	37.302170
0.360000	37.427353
