0.020000	32.833530
0.030000	34.125750
0.040000	34.519549
0.050000	34.575113
0.060000	34.820122
0.070000	34.918504
0.080000	35.011310
0.090000	35.327474
0.100000	35.447207
0.110000	35.763160
0.120000	35.870733
0.130000	35.908337
0.140000	35.909372
0.150000	36.020118
0.160000	36.050388
0.170000	36.081476
0.180000	36.152375
0.190000	36.237874
0.200000	36.305207
0.210000	36.346481
0.220000	36.417829
0.230000	36.437772
0.240000	36.466311
0.250000	36.505857
0.260000	36.563849
0.270000	36.719190
0.280000	36.737775
0.290000	36.781197
0.300000	36.807959
0.310000	36.909785
0.320000	37.066061
0.330000	37.268769
0.340000	37.389610
0.350000	37.451000
0.360000	37.662499
